354,0,0,0
719,0,1,0
1068,0,2,0
1413,0,3,0
1757,0,4,0
2101,0,5,0
2446,0,6,0
2791,0,7,0
3136,0,8,0
3480,0,9,0
3895,0,10,0
4206,1,0,0
4488,1,1,0
4770,1,2,0
5170,1,3,0
5475,1,4,0
5760,1,5,0
6044,1,6,0
6321,1,7,0
6580,1,8,0
6856,1,9,0
7141,1,10,0
7402,2,0,0
7634,2,1,0
7875,2,2,0
8115,2,3,0
8362,2,4,0
8598,2,5,0
8838,2,6,0
9098,2,7,0
9349,2,8,0
9616,2,9,0
9952,2,10,0
10261,3,0,0
10517,3,1,0
10743,3,2,0
10977,3,3,0
11186,3,4,0
11484,3,5,0
11808,3,6,0
12107,3,7,0
12410,3,8,0
12728,3,9,0
13050,3,10,0
13362,4,0,0
13623,4,1,0
13895,4,2,0
14214,4,3,0
14580,4,4,0
14819,4,5,0
15072,4,6,0
15350,4,7,0
15616,4,8,0
15849,4,9,0
16170,4,10,0
16455,5,0,0
16709,5,1,0
16954,5,2,0
17224,5,3,0
17507,5,4,0
17779,5,5,0
18073,5,6,0
18330,5,7,0
18580,5,8,0
18853,5,9,0
19088,5,10,0
19307,6,0,0
19543,6,1,0
19737,6,2,0
19958,6,3,0
20189,6,4,0
20466,6,5,0
20694,6,6,0
20916,6,7,0
21160,6,8,0
21397,6,9,0
21615,6,10,0
21876,7,0,0
22069,7,1,0
22339,7,2,0
22584,7,3,0
22781,7,4,0
22980,7,5,0
23263,7,6,0
23449,7,7,0
23676,7,8,0
23890,7,9,0
24088,7,10,0
24310,8,0,0
24481,8,1,0
24706,8,2,0
24914,8,3,0
25168,8,4,0
25393,8,5,0
25634,8,6,0
25879,8,7,0
26088,8,8,0
26385,8,9,0
26598,8,10,0
26788,9,0,0
26957,9,1,0
27113,9,2,0
27285,9,3,0
27518,9,4,0
27775,9,5,0
28050,9,6,0
28303,9,7,0
28543,9,8,0
28803,9,9,0
29041,9,10,0
29215,10,0,0
29386,10,1,0
29556,10,2,0
29745,10,3,0
29943,10,4,0
30159,10,5,0
30330,10,6,0
30532,10,7,0
30753,10,8,0
31038,10,9,0
31258,10,10,0
31473,11,0,0
31736,11,1,0
32037,11,2,0
32206,11,3,0
32385,11,4,0
32570,11,5,0
32769,11,6,0
32962,11,7,0
33130,11,8,0
33399,11,9,0
33632,11,10,0
33858,12,0,0
34026,12,1,0
34204,12,2,0
34458,12,3,0
34737,12,4,0
35101,12,5,0
35343,12,6,0
35725,12,7,0
35922,12,8,0
36135,12,9,0
36457,12,10,0
36647,13,0,0
36835,13,1,0
37062,13,2,0
37338,13,3,0
37554,13,4,0
37792,13,5,0
38003,13,6,0
38289,13,7,0
38516,13,8,0
38703,13,9,0
38884,13,10,0
39060,14,0,0
39247,14,1,0
39417,14,2,0
39609,14,3,0
39796,14,4,0
40009,14,5,0
40223,14,6,0
40460,14,7,0
40696,14,8,0
40962,14,9,0
41165,14,10,0
41351,15,0,0
41618,15,1,0
41882,15,2,0
42167,15,3,0
42470,15,4,0
42752,15,5,0
43032,15,6,0
43276,15,7,0
43531,15,8,0
43745,15,9,0
43972,15,10,0
44173,16,0,0
44395,16,1,0
44600,16,2,0
44848,16,3,0
45137,16,4,0
45416,16,5,0
45612,16,6,0
45809,16,7,0
46051,16,8,0
